Node 0,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node 10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20,Node 21,Node 22,Node 23,Node 24,Node 25,Node 26,Node 27,Node 28,Node 29,Node 30,Node 31,Node 32,Node 33,Node 34,Node 35,Node 36,Node 37,Node 38,Node 39,Node 40,Node 41,Node 42,Node 43,Node 44,Node 45,Node 46,Node 47,Node 48,Node 49,Node 50,Node 51,Node 52,Node 53,Node 54,Node 55,Node 56,Node 57,Node 58,Node 59,Node 60,Node 61,Node 62,Node 63,Node 64,Node 65,Node 66,Node 67,Node 68,Node 69,Node 70,Node 71,Node 72,Node 73,Node 74,Node 75,Node 76,Node 77,Node 78,Node 79,Node 80,Node 81,Node 82,Node 83,Node 84,Node 85,Node 86,Node 87,Node 88,Node 89,Node 90,Node 91,Node 92,Node 93,Node 94,Node 95,Node 96,Node 97,Node 98,Node 99,ns since start
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103570900
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176985500
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276294500
1,2,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,383645800
3,3,3,3,2,2,2,3,3,1,3,3,3,2,2,3,2,1,3,3,3,2,2,1,2,2,2,2,3,2,3,2,3,2,2,3,2,4,3,3,3,2,2,4,4,2,2,2,3,3,2,3,2,3,4,5,2,3,3,3,3,2,3,3,2,0,3,3,2,3,2,2,2,2,2,3,3,3,3,3,2,4,3,2,2,3,3,3,2,3,4,4,2,2,3,1,3,1,2,3,533035300
4,3,3,4,4,5,5,6,4,5,4,3,5,5,3,4,3,3,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,4,5,4,4,5,4,5,3,3,3,4,5,5,4,3,4,3,3,3,4,4,4,7,5,4,4,4,4,5,5,4,4,3,5,4,5,4,3,4,3,4,3,4,3,4,4,3,3,4,5,4,3,3,4,4,3,4,4,5,4,4,4,2,3,3,4,3,615464500
9,9,10,10,8,10,9,9,9,8,11,11,10,9,9,9,8,8,8,8,9,8,9,7,6,9,9,9,9,10,9,8,11,8,9,9,9,9,9,9,9,8,7,10,9,7,8,10,9,9,8,8,9,9,9,10,8,8,9,9,9,9,8,10,8,8,10,7,8,11,9,9,8,10,8,8,9,8,8,10,9,7,11,9,7,11,9,8,9,10,9,10,8,10,8,9,8,9,9,7,925455800
11,11,11,10,10,10,12,12,11,11,11,12,10,11,11,9,12,11,11,11,12,10,11,12,12,9,9,10,10,11,10,10,11,9,10,11,11,13,10,11,10,10,10,10,10,12,11,12,11,11,11,10,11,10,12,10,13,9,12,9,11,10,10,10,10,9,10,10,9,11,11,11,11,10,10,10,9,10,11,11,11,9,11,11,9,11,10,11,12,10,11,11,12,10,10,11,11,11,12,9,991520300
15,15,15,15,16,17,15,17,19,16,17,18,17,16,16,17,16,18,17,18,16,18,15,16,16,18,16,18,17,18,16,16,17,15,18,17,17,17,16,16,17,17,15,17,17,17,17,16,15,17,19,17,16,17,17,16,19,14,18,15,17,15,16,16,16,18,19,15,18,18,16,16,16,18,15,18,15,18,17,17,18,16,20,18,17,17,17,18,18,19,18,15,18,14,19,16,15,16,16,15,1257479700
15,15,15,15,18,17,18,19,19,18,18,19,17,19,18,17,19,18,17,19,20,20,19,17,19,19,18,18,17,19,19,16,18,19,18,18,17,18,19,19,18,19,17,19,20,18,18,20,19,18,19,18,17,18,19,19,20,14,18,18,17,15,16,18,20,19,20,15,19,19,16,16,17,19,19,18,15,18,17,18,18,19,22,19,18,18,19,20,19,19,19,15,19,19,19,16,18,19,19,15,1289588900
19,20,19,19,19,20,20,20,19,20,20,19,20,20,19,19,21,19,20,20,20,21,20,19,20,20,20,19,19,20,20,19,18,19,20,19,20,20,20,19,20,20,20,20,20,20,22,21,20,20,20,20,20,19,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,19,19,20,21,19,19,19,19,20,20,22,20,20,18,19,21,19,20,20,20,20,20,20,19,20,20,19,19,1332023600
22,21,20,19,21,20,20,20,19,20,22,21,20,20,20,20,23,20,21,21,20,21,21,19,22,21,20,20,19,22,20,19,19,21,21,20,20,21,20,20,20,22,21,20,23,20,22,21,21,21,21,23,20,21,22,21,22,20,21,21,20,20,20,21,21,20,20,20,20,20,20,20,20,21,20,21,19,19,20,20,20,20,23,23,22,19,20,23,20,20,20,21,20,20,23,20,20,20,19,20,1387724000
25,26,23,23,25,26,23,26,25,25,26,26,26,26,25,24,23,24,24,23,26,26,25,24,25,26,26,25,25,25,25,24,23,23,26,25,25,25,24,25,24,25,23,23,26,24,25,26,25,26,24,24,23,24,23,24,25,24,25,24,24,27,26,26,25,24,24,23,24,24,25,23,24,25,24,23,22,24,25,22,23,25,23,25,23,25,23,26,24,25,23,25,24,26,24,24,24,25,26,25,1573467200
